Timestamp,Sensor ID,Vehicle Count,Average Speed (km/h),Density (%)
2026-08-09 10:12:00,SENS-1002,43,45,14
2026-08-09 10:27:00,SENS-1002,47,52,15
2026-08-09 10:42:00,SENS-1002,132,62,44
2026-08-09 10:57:00,SENS-1002,49,50,16
2026-08-09 11:12:00,SENS-1002,113,75,37
2026-08-09 11:27:00,SENS-1002,98,56,32
2026-08-09 11:42:00,SENS-1002,92,69,30
2026-08-09 11:57:00,SENS-1002,145,63,48
2026-08-09 12:12:00,SENS-1002,49,79,16
2026-08-09 12:27:00,SENS-1002,159,40,53
2026-08-09 12:42:00,SENS-1002,172,78,57
2026-08-09 12:57:00,SENS-1002,82,71,27
2026-08-09 13:12:00,SENS-1002,100,69,33
2026-08-09 13:27:00,SENS-1002,132,40,44
2026-08-09 13:42:00,SENS-1002,70,45,23
2026-08-09 13:57:00,SENS-1002,96,37,32
2026-08-09 14:12:00,SENS-1002,51,57,17
2026-08-09 14:27:00,SENS-1002,90,52,30
2026-08-09 14:42:00,SENS-1002,124,63,41
2026-08-09 14:57:00,SENS-1002,168,56,56
2026-08-09 15:12:00,SENS-1002,203,47,67
2026-08-09 15:27:00,SENS-1002,86,46,28
2026-08-09 15:42:00,SENS-1002,97,68,32
2026-08-09 15:57:00,SENS-1002,102,51,34
2026-08-09 16:12:00,SENS-1002,269,33,89
2026-08-09 16:27:00,SENS-1002,220,27,73
2026-08-09 16:42:00,SENS-1002,189,17,83
2026-08-09 16:57:00,SENS-1002,182,18,80
2026-08-09 17:12:00,SENS-1002,202,18,87
2026-08-09 17:27:00,SENS-1002,240,25,80
2026-08-09 17:42:00,SENS-1002,296,26,98
2026-08-09 17:57:00,SENS-1002,140,43,46
2026-08-09 18:12:00,SENS-1002,161,23,53
2026-08-09 18:27:00,SENS-1002,340,20,100
2026-08-09 18:42:00,SENS-1002,224,26,74
2026-08-09 18:57:00,SENS-1002,172,8,77
2026-08-09 19:12:00,SENS-1002,178,10,79
2026-08-09 19:27:00,SENS-1002,209,14,89
2026-08-09 19:42:00,SENS-1002,154,38,51
2026-08-09 19:57:00,SENS-1002,354,11,100
2026-08-09 20:12:00,SENS-1002,60,56,20
2026-08-09 20:27:00,SENS-1002,69,46,23
2026-08-09 20:42:00,SENS-1002,164,47,54
2026-08-09 20:57:00,SENS-1002,88,49,29
2026-08-09 21:12:00,SENS-1002,65,52,21
2026-08-09 21:27:00,SENS-1002,83,43,27
2026-08-09 21:42:00,SENS-1002,79,51,26
2026-08-09 21:57:00,SENS-1002,94,74,31
2026-08-09 22:12:00,SENS-1002,81,54,27
2026-08-09 22:27:00,SENS-1002,187,54,62
2026-08-09 22:42:00,SENS-1002,107,39,35
2026-08-09 22:57:00,SENS-1002,53,44,17
2026-08-09 23:12:00,SENS-1002,28,58,9
2026-08-09 23:27:00,SENS-1002,7,66,2
2026-08-09 23:42:00,SENS-1002,41,77,13
2026-08-09 23:57:00,SENS-1002,28,62,9
2026-08-10 00:12:00,SENS-1002,39,69,13
2026-08-10 00:27:00,SENS-1002,14,66,4
2026-08-10 00:42:00,SENS-1002,56,70,18
2026-08-10 00:57:00,SENS-1002,43,71,14
2026-08-10 01:12:00,SENS-1002,36,86,12
2026-08-10 01:27:00,SENS-1002,33,81,11
2026-08-10 01:42:00,SENS-1002,28,69,9
2026-08-10 01:57:00,SENS-1002,27,67,9
2026-08-10 02:12:00,SENS-1002,31,80,10
2026-08-10 02:27:00,SENS-1002,26,80,8
2026-08-10 02:42:00,SENS-1002,32,92,10
2026-08-10 02:57:00,SENS-1002,51,53,17
2026-08-10 03:12:00,SENS-1002,29,80,9
2026-08-10 03:27:00,SENS-1002,28,75,9
2026-08-10 03:42:00,SENS-1002,27,79,9
2026-08-10 03:57:00,SENS-1002,37,93,12
2026-08-10 04:12:00,SENS-1002,24,65,8
2026-08-10 04:27:00,SENS-1002,13,67,4
2026-08-10 04:42:00,SENS-1002,39,90,13
2026-08-10 04:57:00,SENS-1002,23,67,7
2026-08-10 05:12:00,SENS-1002,20,85,6
2026-08-10 05:27:00,SENS-1002,22,87,7
2026-08-10 05:42:00,SENS-1002,51,69,17
2026-08-10 05:57:00,SENS-1002,23,105,7
2026-08-10 06:12:00,SENS-1002,145,63,48
2026-08-10 06:27:00,SENS-1002,95,41,31
2026-08-10 06:42:00,SENS-1002,113,65,37
2026-08-10 06:57:00,SENS-1002,55,47,18
2026-08-10 07:12:00,SENS-1002,237,29,79
2026-08-10 07:27:00,SENS-1002,177,34,59
2026-08-10 07:42:00,SENS-1002,158,29,52
2026-08-10 07:57:00,SENS-1002,191,22,63
2026-08-10 08:12:00,SENS-1002,123,29,41
2026-08-10 08:27:00,SENS-1002,201,32,67
2026-08-10 08:42:00,SENS-1002,155,28,51
2026-08-10 08:57:00,SENS-1002,168,38,56
2026-08-10 09:12:00,SENS-1002,402,16,100
2026-08-10 09:27:00,SENS-1002,269,18,100
2026-08-10 09:42:00,SENS-1002,297,21,99
2026-08-10 09:57:00,SENS-1002,176,18,78
2026-08-10 10:12:00,SENS-1002,134,57,44
2026-08-10 10:27:00,SENS-1002,103,57,34
2026-08-10 10:42:00,SENS-1002,110,55,36
2026-08-10 10:57:00,SENS-1002,58,64,19
2026-08-10 11:12:00,SENS-1002,123,64,41
2026-08-10 11:27:00,SENS-1002,142,57,47
2026-08-10 11:42:00,SENS-1002,69,50,23
2026-08-10 11:57:00,SENS-1002,118,70,39
2026-08-10 12:12:00,SENS-1002,68,58,22
2026-08-10 12:27:00,SENS-1002,70,61,23
2026-08-10 12:42:00,SENS-1002,97,57,32
2026-08-10 12:57:00,SENS-1002,77,50,25
2026-08-10 13:12:00,SENS-1002,36,60,12
2026-08-10 13:27:00,SENS-1002,86,47,28
2026-08-10 13:42:00,SENS-1002,60,65,20
2026-08-10 13:57:00,SENS-1002,84,46,28
2026-08-10 14:12:00,SENS-1002,92,57,30
2026-08-10 14:27:00,SENS-1002,81,68,27
2026-08-10 14:42:00,SENS-1002,98,57,32
2026-08-10 14:57:00,SENS-1002,94,74,31
2026-08-10 15:12:00,SENS-1002,118,69,39
2026-08-10 15:27:00,SENS-1002,39,77,13
2026-08-10 15:42:00,SENS-1002,54,54,18
2026-08-10 15:57:00,SENS-1002,148,43,49
2026-08-10 16:12:00,SENS-1002,321,33,100
2026-08-10 16:27:00,SENS-1002,225,15,95
2026-08-10 16:42:00,SENS-1002,327,14,100
2026-08-10 16:57:00,SENS-1002,264,9,100
2026-08-10 17:12:00,SENS-1002,180,28,60
2026-08-10 17:27:00,SENS-1002,234,28,78
2026-08-10 17:42:00,SENS-1002,193,19,84
2026-08-10 17:57:00,SENS-1002,313,31,100
2026-08-10 18:12:00,SENS-1002,183,21,61
2026-08-10 18:27:00,SENS-1002,181,15,80
2026-08-10 18:42:00,SENS-1002,266,29,88
2026-08-10 18:57:00,SENS-1002,202,29,67
2026-08-10 19:12:00,SENS-1002,324,21,100
2026-08-10 19:27:00,SENS-1002,233,32,77
2026-08-10 19:42:00,SENS-1002,255,35,85
2026-08-10 19:57:00,SENS-1002,162,15,74
2026-08-10 20:12:00,SENS-1002,133,58,44
2026-08-10 20:27:00,SENS-1002,138,56,46
2026-08-10 20:42:00,SENS-1002,125,77,41
2026-08-10 20:57:00,SENS-1002,62,51,20
2026-08-10 21:12:00,SENS-1002,94,61,31
2026-08-10 21:27:00,SENS-1002,84,57,28
2026-08-10 21:42:00,SENS-1002,199,54,66
2026-08-10 21:57:00,SENS-1002,77,46,25
2026-08-10 22:12:00,SENS-1002,47,66,15
2026-08-10 22:27:00,SENS-1002,84,35,28
2026-08-10 22:42:00,SENS-1002,110,54,36
2026-08-10 22:57:00,SENS-1002,118,62,39
2026-08-10 23:12:00,SENS-1002,17,88,5
2026-08-10 23:27:00,SENS-1002,42,77,14
2026-08-10 23:42:00,SENS-1002,21,61,7
2026-08-10 23:57:00,SENS-1002,29,75,9
2026-08-11 00:12:00,SENS-1002,21,94,7
2026-08-11 00:27:00,SENS-1002,17,72,5
2026-08-11 00:42:00,SENS-1002,67,71,22
2026-08-11 00:57:00,SENS-1002,41,67,13
2026-08-11 01:12:00,SENS-1002,19,86,6
2026-08-11 01:27:00,SENS-1002,31,83,10
2026-08-11 01:42:00,SENS-1002,29,69,9
2026-08-11 01:57:00,SENS-1002,38,91,12
2026-08-11 02:12:00,SENS-1002,65,74,21
2026-08-11 02:27:00,SENS-1002,29,69,9
2026-08-11 02:42:00,SENS-1002,26,63,8
2026-08-11 02:57:00,SENS-1002,32,78,10
2026-08-11 03:12:00,SENS-1002,28,53,9
2026-08-11 03:27:00,SENS-1002,46,74,15
2026-08-11 03:42:00,SENS-1002,17,104,5
2026-08-11 03:57:00,SENS-1002,15,90,5
2026-08-11 04:12:00,SENS-1002,16,70,5
2026-08-11 04:27:00,SENS-1002,34,74,11
2026-08-11 04:42:00,SENS-1002,26,69,8
2026-08-11 04:57:00,SENS-1002,16,86,5
2026-08-11 05:12:00,SENS-1002,33,82,11
2026-08-11 05:27:00,SENS-1002,50,89,16
2026-08-11 05:42:00,SENS-1002,36,81,12
2026-08-11 05:57:00,SENS-1002,18,70,6
2026-08-11 06:12:00,SENS-1002,102,73,34
2026-08-11 06:27:00,SENS-1002,115,55,38
2026-08-11 06:42:00,SENS-1002,58,66,19
2026-08-11 06:57:00,SENS-1002,148,75,49
2026-08-11 07:12:00,SENS-1002,209,34,69
2026-08-11 07:27:00,SENS-1002,240,10,100
2026-08-11 07:42:00,SENS-1002,268,36,89
2026-08-11 07:57:00,SENS-1002,173,13,77
2026-08-11 08:12:00,SENS-1002,169,13,76
2026-08-11 08:27:00,SENS-1002,177,23,59
2026-08-11 08:42:00,SENS-1002,190,29,63
2026-08-11 08:57:00,SENS-1002,226,18,95
2026-08-11 09:12:00,SENS-1002,191,9,83
2026-08-11 09:27:00,SENS-1002,262,15,100
2026-08-11 09:42:00,SENS-1002,246,37,82
2026-08-11 09:57:00,SENS-1002,203,33,67
2026-08-11 10:12:00,SENS-1002,97,36,32
2026-08-11 10:27:00,SENS-1002,108,44,36
2026-08-11 10:42:00,SENS-1002,162,57,54
2026-08-11 10:57:00,SENS-1002,50,43,16
2026-08-11 11:12:00,SENS-1002,117,65,39
2026-08-11 11:27:00,SENS-1002,92,46,30
2026-08-11 11:42:00,SENS-1002,77,44,25
2026-08-11 11:57:00,SENS-1002,129,54,43
2026-08-11 12:12:00,SENS-1002,161,49,53
2026-08-11 12:27:00,SENS-1002,141,51,47
2026-08-11 12:42:00,SENS-1002,86,50,28
2026-08-11 12:57:00,SENS-1002,70,54,23
2026-08-11 13:12:00,SENS-1002,78,55,26
2026-08-11 13:27:00,SENS-1002,42,42,14
2026-08-11 13:42:00,SENS-1002,71,46,23
2026-08-11 13:57:00,SENS-1002,114,56,38
2026-08-11 14:12:00,SENS-1002,89,61,29
2026-08-11 14:27:00,SENS-1002,66,56,22
2026-08-11 14:42:00,SENS-1002,101,48,33
2026-08-11 14:57:00,SENS-1002,152,46,50
2026-08-11 15:12:00,SENS-1002,144,76,48
2026-08-11 15:27:00,SENS-1002,136,35,45
2026-08-11 15:42:00,SENS-1002,131,38,43
2026-08-11 15:57:00,SENS-1002,48,37,16
2026-08-11 16:12:00,SENS-1002,209,29,69
2026-08-11 16:27:00,SENS-1002,315,35,100
2026-08-11 16:42:00,SENS-1002,265,20,88
2026-08-11 16:57:00,SENS-1002,139,36,46
2026-08-11 17:12:00,SENS-1002,225,40,75
2026-08-11 17:27:00,SENS-1002,239,36,79
2026-08-11 17:42:00,SENS-1002,308,35,100
2026-08-11 17:57:00,SENS-1002,227,11,95
2026-08-11 18:12:00,SENS-1002,311,12,100
2026-08-11 18:27:00,SENS-1002,206,12,88
2026-08-11 18:42:00,SENS-1002,261,23,87
2026-08-11 18:57:00,SENS-1002,203,32,67
2026-08-11 19:12:00,SENS-1002,212,23,70
2026-08-11 19:27:00,SENS-1002,189,25,63
2026-08-11 19:42:00,SENS-1002,243,38,81
2026-08-11 19:57:00,SENS-1002,161,21,53
2026-08-11 20:12:00,SENS-1002,104,65,34
2026-08-11 20:27:00,SENS-1002,94,44,31
2026-08-11 20:42:00,SENS-1002,104,48,34
2026-08-11 20:57:00,SENS-1002,112,77,37
2026-08-11 21:12:00,SENS-1002,77,43,25
2026-08-11 21:27:00,SENS-1002,95,38,31
2026-08-11 21:42:00,SENS-1002,115,48,38
2026-08-11 21:57:00,SENS-1002,188,42,62
2026-08-11 22:12:00,SENS-1002,162,63,54
2026-08-11 22:27:00,SENS-1002,51,54,17
2026-08-11 22:42:00,SENS-1002,99,50,33
2026-08-11 22:57:00,SENS-1002,141,45,47
2026-08-11 23:12:00,SENS-1002,13,100,4
2026-08-11 23:27:00,SENS-1002,18,59,6
2026-08-11 23:42:00,SENS-1002,37,79,12
2026-08-11 23:57:00,SENS-1002,44,81,14
2026-08-12 00:12:00,SENS-1002,22,75,7
2026-08-12 00:27:00,SENS-1002,42,61,14
2026-08-12 00:42:00,SENS-1002,18,81,6
2026-08-12 00:57:00,SENS-1002,40,86,13
2026-08-12 01:12:00,SENS-1002,39,62,13
2026-08-12 01:27:00,SENS-1002,11,85,3
2026-08-12 01:42:00,SENS-1002,27,89,9
2026-08-12 01:57:00,SENS-1002,49,87,16
2026-08-12 02:12:00,SENS-1002,23,66,7
2026-08-12 02:27:00,SENS-1002,38,84,12
2026-08-12 02:42:00,SENS-1002,22,77,7
2026-08-12 02:57:00,SENS-1002,10,81,3
2026-08-12 03:12:00,SENS-1002,21,54,7
2026-08-12 03:27:00,SENS-1002,16,62,5
2026-08-12 03:42:00,SENS-1002,24,91,8
2026-08-12 03:57:00,SENS-1002,29,84,9
2026-08-12 04:12:00,SENS-1002,26,86,8
2026-08-12 04:27:00,SENS-1002,19,102,6
2026-08-12 04:42:00,SENS-1002,52,66,17
2026-08-12 04:57:00,SENS-1002,35,72,11
2026-08-12 05:12:00,SENS-1002,31,67,10
2026-08-12 05:27:00,SENS-1002,32,83,10
2026-08-12 05:42:00,SENS-1002,56,89,18
2026-08-12 05:57:00,SENS-1002,19,86,6
2026-08-12 06:12:00,SENS-1002,57,56,19
2026-08-12 06:27:00,SENS-1002,79,65,26
2026-08-12 06:42:00,SENS-1002,98,54,32
2026-08-12 06:57:00,SENS-1002,59,66,19
2026-08-12 07:12:00,SENS-1002,212,19,90
2026-08-12 07:27:00,SENS-1002,110,19,56
2026-08-12 07:42:00,SENS-1002,300,12,100
2026-08-12 07:57:00,SENS-1002,324,31,100
2026-08-12 08:12:00,SENS-1002,174,26,57
2026-08-12 08:27:00,SENS-1002,249,36,83
2026-08-12 08:42:00,SENS-1002,258,36,86
2026-08-12 08:57:00,SENS-1002,169,13,76
2026-08-12 09:12:00,SENS-1002,290,18,100
2026-08-12 09:27:00,SENS-1002,205,29,68
2026-08-12 09:42:00,SENS-1002,299,37,99
2026-08-12 09:57:00,SENS-1002,128,9,62
2026-08-12 10:12:00,SENS-1002,159,63,53
2026-08-12 10:27:00,SENS-1002,110,58,36
2026-08-12 10:42:00,SENS-1002,50,63,16
2026-08-12 10:57:00,SENS-1002,63,43,21
2026-08-12 11:12:00,SENS-1002,131,71,43
2026-08-12 11:27:00,SENS-1002,76,44,25
2026-08-12 11:42:00,SENS-1002,48,41,16
2026-08-12 11:57:00,SENS-1002,145,47,48
2026-08-12 12:12:00,SENS-1002,57,67,19
2026-08-12 12:27:00,SENS-1002,71,44,23
2026-08-12 12:42:00,SENS-1002,61,58,20
2026-08-12 12:57:00,SENS-1002,65,56,21
2026-08-12 13:12:00,SENS-1002,39,54,13
2026-08-12 13:27:00,SENS-1002,109,54,36
2026-08-12 13:42:00,SENS-1002,103,66,34
2026-08-12 13:57:00,SENS-1002,87,49,28
2026-08-12 14:12:00,SENS-1002,100,63,33
2026-08-12 14:27:00,SENS-1002,86,50,28
2026-08-12 14:42:00,SENS-1002,117,47,39
2026-08-12 14:57:00,SENS-1002,83,48,27
2026-08-12 15:12:00,SENS-1002,47,46,15
2026-08-12 15:27:00,SENS-1002,184,38,61
2026-08-12 15:42:00,SENS-1002,108,41,36
2026-08-12 15:57:00,SENS-1002,109,52,36
2026-08-12 16:12:00,SENS-1002,353,7,100
2026-08-12 16:27:00,SENS-1002,103,24,34
2026-08-12 16:42:00,SENS-1002,231,28,77
2026-08-12 16:57:00,SENS-1002,196,10,85
2026-08-12 17:12:00,SENS-1002,266,21,88
2026-08-12 17:27:00,SENS-1002,143,37,47
2026-08-12 17:42:00,SENS-1002,208,14,89
2026-08-12 17:57:00,SENS-1002,183,22,61
2026-08-12 18:12:00,SENS-1002,362,22,100
2026-08-12 18:27:00,SENS-1002,182,12,80
2026-08-12 18:42:00,SENS-1002,215,41,71
2026-08-12 18:57:00,SENS-1002,271,34,90
2026-08-12 19:12:00,SENS-1002,194,32,64
2026-08-12 19:27:00,SENS-1002,228,11,96
2026-08-12 19:42:00,SENS-1002,145,40,48
2026-08-12 19:57:00,SENS-1002,247,28,82
2026-08-12 20:12:00,SENS-1002,47,58,15
2026-08-12 20:27:00,SENS-1002,152,48,50
2026-08-12 20:42:00,SENS-1002,118,43,39
2026-08-12 20:57:00,SENS-1002,110,49,36
2026-08-12 21:12:00,SENS-1002,119,39,39
2026-08-12 21:27:00,SENS-1002,61,58,20
2026-08-12 21:42:00,SENS-1002,148,56,49
2026-08-12 21:57:00,SENS-1002,116,46,38
2026-08-12 22:12:00,SENS-1002,135,66,45
2026-08-12 22:27:00,SENS-1002,63,63,21
2026-08-12 22:42:00,SENS-1002,37,51,12
2026-08-12 22:57:00,SENS-1002,61,64,20
2026-08-12 23:12:00,SENS-1002,47,82,15
2026-08-12 23:27:00,SENS-1002,20,92,6
2026-08-12 23:42:00,SENS-1002,11,96,3
2026-08-12 23:57:00,SENS-1002,13,84,4
2026-08-13 00:12:00,SENS-1002,35,82,11
2026-08-13 00:27:00,SENS-1002,30,65,10
2026-08-13 00:42:00,SENS-1002,14,76,4
2026-08-13 00:57:00,SENS-1002,17,89,5
2026-08-13 01:12:00,SENS-1002,32,61,10
2026-08-13 01:27:00,SENS-1002,18,63,6
2026-08-13 01:42:00,SENS-1002,32,63,10
2026-08-13 01:57:00,SENS-1002,10,76,3
2026-08-13 02:12:00,SENS-1002,50,79,16
2026-08-13 02:27:00,SENS-1002,32,74,10
2026-08-13 02:42:00,SENS-1002,37,57,12
2026-08-13 02:57:00,SENS-1002,21,76,7
2026-08-13 03:12:00,SENS-1002,21,91,7
2026-08-13 03:27:00,SENS-1002,57,58,19
2026-08-13 03:42:00,SENS-1002,11,90,3
2026-08-13 03:57:00,SENS-1002,31,61,10
2026-08-13 04:12:00,SENS-1002,58,85,19
2026-08-13 04:27:00,SENS-1002,22,60,7
2026-08-13 04:42:00,SENS-1002,17,87,5
2026-08-13 04:57:00,SENS-1002,35,75,11
2026-08-13 05:12:00,SENS-1002,15,67,5
2026-08-13 05:27:00,SENS-1002,21,79,7
2026-08-13 05:42:00,SENS-1002,32,81,10
2026-08-13 05:57:00,SENS-1002,46,73,15
2026-08-13 06:12:00,SENS-1002,103,64,34
2026-08-13 06:27:00,SENS-1002,128,56,42
2026-08-13 06:42:00,SENS-1002,118,58,39
2026-08-13 06:57:00,SENS-1002,57,55,19
2026-08-13 07:12:00,SENS-1002,224,21,74
2026-08-13 07:27:00,SENS-1002,199,17,86
2026-08-13 07:42:00,SENS-1002,319,17,100
2026-08-13 07:57:00,SENS-1002,167,33,55
2026-08-13 08:12:00,SENS-1002,156,29,52
2026-08-13 08:27:00,SENS-1002,360,8,100
2026-08-13 08:42:00,SENS-1002,179,14,79
2026-08-13 08:57:00,SENS-1002,220,32,73
2026-08-13 09:12:00,SENS-1002,213,36,71
2026-08-13 09:27:00,SENS-1002,407,28,100
2026-08-13 09:42:00,SENS-1002,289,13,100
2026-08-13 09:57:00,SENS-1002,171,43,56
2026-08-13 10:12:00,SENS-1002,138,45,46
2026-08-13 10:27:00,SENS-1002,135,65,45
2026-08-13 10:42:00,SENS-1002,70,48,23
2026-08-13 10:57:00,SENS-1002,88,50,29
2026-08-13 11:12:00,SENS-1002,130,43,43
2026-08-13 11:27:00,SENS-1002,128,60,42
2026-08-13 11:42:00,SENS-1002,65,65,21
2026-08-13 11:57:00,SENS-1002,133,46,44
2026-08-13 12:12:00,SENS-1002,67,61,22
2026-08-13 12:27:00,SENS-1002,116,39,38
2026-08-13 12:42:00,SENS-1002,88,49,29
2026-08-13 12:57:00,SENS-1002,89,66,29
2026-08-13 13:12:00,SENS-1002,120,69,40
2026-08-13 13:27:00,SENS-1002,92,54,30
2026-08-13 13:42:00,SENS-1002,63,55,21
2026-08-13 13:57:00,SENS-1002,108,54,36
2026-08-13 14:12:00,SENS-1002,39,41,13
2026-08-13 14:27:00,SENS-1002,119,56,39
2026-08-13 14:42:00,SENS-1002,153,54,51
2026-08-13 14:57:00,SENS-1002,82,54,27
2026-08-13 15:12:00,SENS-1002,53,50,17
2026-08-13 15:27:00,SENS-1002,140,46,46
2026-08-13 15:42:00,SENS-1002,116,58,38
2026-08-13 15:57:00,SENS-1002,79,58,26
2026-08-13 16:12:00,SENS-1002,179,15,79
2026-08-13 16:27:00,SENS-1002,383,23,100
2026-08-13 16:42:00,SENS-1002,230,36,76
2026-08-13 16:57:00,SENS-1002,231,21,77
2026-08-13 17:12:00,SENS-1002,260,20,86
2026-08-13 17:27:00,SENS-1002,297,23,99
2026-08-13 17:42:00,SENS-1002,315,15,100
2026-08-13 17:57:00,SENS-1002,254,14,100
2026-08-13 18:12:00,SENS-1002,189,8,83
2026-08-13 18:27:00,SENS-1002,230,19,96
2026-08-13 18:42:00,SENS-1002,245,33,81
2026-08-13 18:57:00,SENS-1002,219,42,73
2026-08-13 19:12:00,SENS-1002,222,24,74
2026-08-13 19:27:00,SENS-1002,243,44,81
2026-08-13 19:42:00,SENS-1002,175,22,58
2026-08-13 19:57:00,SENS-1002,266,15,100
2026-08-13 20:12:00,SENS-1002,127,42,42
2026-08-13 20:27:00,SENS-1002,91,58,30
2026-08-13 20:42:00,SENS-1002,111,64,37
2026-08-13 20:57:00,SENS-1002,50,44,16
2026-08-13 21:12:00,SENS-1002,125,77,41
2026-08-13 21:27:00,SENS-1002,80,39,26
2026-08-13 21:42:00,SENS-1002,130,50,43
2026-08-13 21:57:00,SENS-1002,76,59,25
2026-08-13 22:12:00,SENS-1002,141,56,47
2026-08-13 22:27:00,SENS-1002,98,67,32
2026-08-13 22:42:00,SENS-1002,81,49,27
2026-08-13 22:57:00,SENS-1002,42,44,14
2026-08-13 23:12:00,SENS-1002,22,70,7
2026-08-13 23:27:00,SENS-1002,34,78,11
2026-08-13 23:42:00,SENS-1002,32,67,10
2026-08-13 23:57:00,SENS-1002,16,58,5
2026-08-14 00:12:00,SENS-1002,30,82,10
2026-08-14 00:27:00,SENS-1002,10,77,3
2026-08-14 00:42:00,SENS-1002,20,82,6
2026-08-14 00:57:00,SENS-1002,28,69,9
2026-08-14 01:12:00,SENS-1002,18,60,6
2026-08-14 01:27:00,SENS-1002,21,72,7
2026-08-14 01:42:00,SENS-1002,41,65,13
2026-08-14 01:57:00,SENS-1002,24,62,8
2026-08-14 02:12:00,SENS-1002,38,60,12
2026-08-14 02:27:00,SENS-1002,32,61,10
2026-08-14 02:42:00,SENS-1002,26,73,8
2026-08-14 02:57:00,SENS-1002,69,77,23
2026-08-14 03:12:00,SENS-1002,21,62,7
2026-08-14 03:27:00,SENS-1002,19,83,6
2026-08-14 03:42:00,SENS-1002,11,63,3
2026-08-14 03:57:00,SENS-1002,32,83,10
2026-08-14 04:12:00,SENS-1002,33,75,11
2026-08-14 04:27:00,SENS-1002,48,53,16
2026-08-14 04:42:00,SENS-1002,10,90,3
2026-08-14 04:57:00,SENS-1002,27,62,9
2026-08-14 05:12:00,SENS-1002,52,78,17
2026-08-14 05:27:00,SENS-1002,29,64,9
2026-08-14 05:42:00,SENS-1002,20,78,6
2026-08-14 05:57:00,SENS-1002,53,55,17
2026-08-14 06:12:00,SENS-1002,168,54,56
2026-08-14 06:27:00,SENS-1002,92,60,30
2026-08-14 06:42:00,SENS-1002,62,56,20
2026-08-14 06:57:00,SENS-1002,107,60,35
2026-08-14 07:12:00,SENS-1002,169,18,76
2026-08-14 07:27:00,SENS-1002,242,30,80
2026-08-14 07:42:00,SENS-1002,282,9,100
2026-08-14 07:57:00,SENS-1002,180,17,80
2026-08-14 08:12:00,SENS-1002,285,17,100
2026-08-14 08:27:00,SENS-1002,200,27,66
2026-08-14 08:42:00,SENS-1002,262,24,87
2026-08-14 08:57:00,SENS-1002,139,13,66
2026-08-14 09:12:00,SENS-1002,199,31,66
2026-08-14 09:27:00,SENS-1002,319,31,100
2026-08-14 09:42:00,SENS-1002,143,32,47
2026-08-14 09:57:00,SENS-1002,135,32,45
2026-08-14 10:12:00,SENS-1002,148,41,49
2026-08-14 10:27:00,SENS-1002,140,67,46
2026-08-14 10:42:00,SENS-1002,200,66,66
2026-08-14 10:57:00,SENS-1002,112,48,37
2026-08-14 11:12:00,SENS-1002,183,60,61
2026-08-14 11:27:00,SENS-1002,66,38,22
2026-08-14 11:42:00,SENS-1002,97,50,32
2026-08-14 11:57:00,SENS-1002,105,58,35
2026-08-14 12:12:00,SENS-1002,68,41,22
2026-08-14 12:27:00,SENS-1002,99,69,33
2026-08-14 12:42:00,SENS-1002,51,55,17
2026-08-14 12:57:00,SENS-1002,67,49,22
2026-08-14 13:12:00,SENS-1002,129,55,43
2026-08-14 13:27:00,SENS-1002,58,48,19
2026-08-14 13:42:00,SENS-1002,122,47,40
2026-08-14 13:57:00,SENS-1002,106,58,35
2026-08-14 14:12:00,SENS-1002,70,45,23
2026-08-14 14:27:00,SENS-1002,122,44,40
2026-08-14 14:42:00,SENS-1002,90,42,30
2026-08-14 14:57:00,SENS-1002,101,39,33
2026-08-14 15:12:00,SENS-1002,197,66,65
2026-08-14 15:27:00,SENS-1002,148,43,49
2026-08-14 15:42:00,SENS-1002,236,64,78
2026-08-14 15:57:00,SENS-1002,133,36,44
2026-08-14 16:12:00,SENS-1002,246,34,82
2026-08-14 16:27:00,SENS-1002,318,29,100
2026-08-14 16:42:00,SENS-1002,382,15,100
2026-08-14 16:57:00,SENS-1002,131,34,43
2026-08-14 17:12:00,SENS-1002,163,19,74
2026-08-14 17:27:00,SENS-1002,231,44,77
2026-08-14 17:42:00,SENS-1002,187,13,82
2026-08-14 17:57:00,SENS-1002,133,10,64
2026-08-14 18:12:00,SENS-1002,342,10,100
2026-08-14 18:27:00,SENS-1002,286,38,95
2026-08-14 18:42:00,SENS-1002,339,11,100
2026-08-14 18:57:00,SENS-1002,91,39,30
2026-08-14 19:12:00,SENS-1002,379,27,100
2026-08-14 19:27:00,SENS-1002,245,23,81
2026-08-14 19:42:00,SENS-1002,134,21,44
2026-08-14 19:57:00,SENS-1002,260,18,100
2026-08-07 19:57:00,SENS-1003,351,37,100
2026-08-07 20:12:00,SENS-1003,91,74,30
2026-08-07 20:27:00,SENS-1003,51,54,17
2026-08-07 20:42:00,SENS-1003,96,58,32
2026-08-07 20:57:00,SENS-1003,148,61,49
2026-08-07 21:12:00,SENS-1003,113,59,37
2026-08-07 21:27:00,SENS-1003,137,59,45
2026-08-07 21:42:00,SENS-1003,131,37,43
2026-08-07 21:57:00,SENS-1003,104,50,34
2026-08-07 22:12:00,SENS-1003,40,48,13
2026-08-07 22:27:00,SENS-1003,61,50,20
2026-08-07 22:42:00,SENS-1003,67,59,22
2026-08-07 22:57:00,SENS-1003,56,50,18
2026-08-07 23:12:00,SENS-1003,28,62,9
2026-08-07 23:27:00,SENS-1003,35,83,11
2026-08-07 23:42:00,SENS-1003,20,71,6
2026-08-07 23:57:00,SENS-1003,33,59,11
